movie_name,movie_rating,movie_cast
One Flew Over the Cuckoo's Nest,8.7,"Jack Nicholson,Louise Fletcher,Will Sampson,Michael Berryman"
The Matrix Revolutions,6.7,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving"
Independence Day,7.0,"Will Smith,Bill Pullman,Jeff Goldblum,Mary McDonnell"
Knives Out,,"Ana de Armas,Chris Evans,Daniel Craig,LaKeith Stanfield"
Boyz n the Hood,7.8,"Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir,Lloyd Avery II"
Atomic Blonde,6.7,"Charlize Theron,James McAvoy,John Goodman,Eddie Marsan"
Bad Moms,6.2,"Mila Kunis,Kathryn Hahn,Kristen Bell,Christina Applegate"
Jaws,8.0,"Roy Scheider,Robert Shaw,Richard Dreyfuss,Lorraine Gary"
La La Land,8.0,"Ryan Gosling,Emma Stone,Rosemarie DeWitt,J.K. Simmons"
Doctor Sleep,,"Rebecca Ferguson,Ewan McGregor,Jacob Tremblay,Zahn McClarnon"
Iron Sky,5.9,"Julia Dietze,Christopher Kirby,Götz Otto,Udo Kier"
3 from Hell,,"Sheri Moon Zombie,Sid Haig,Bill Moseley,Emilio Rivera"
Backdraft,6.7,"Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland"
Calamity Jane,7.3,"Doris Day,Howard Keel,Allyn Ann McLerie,Philip Carey"
Bully,7.0,"Brad Renfro,Nick Stahl,Bijou Phillips,Rachel Miner"
Pocketful of Miracles,7.3,"Glenn Ford,Bette Davis,Hope Lange,Arthur O'Connell"
12 Angry Men,8.9,"Henry Fonda,Lee J. Cobb,Martin Balsam,John Fiedler"
The Girl Next Door,6.7,"Emile Hirsch,Nicholas Downs,Elisha Cuthbert,Timothy Olyphant"
Taxi Driver,8.3,"Robert De Niro,Jodie Foster,Cybill Shepherd,Albert Brooks"
"Salò, or the 120 Days of Sodom",6.0,"Paolo Bonacelli,Laura Betti,Giorgio Cataldi,Umberto Paolo Quintavalle"
Murder on the Orient Express,6.5,"Kenneth Branagh,Penélope Cruz,Willem Dafoe,Judi Dench"
The Terminator,8.0,"Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield"
Frozen II,,"Evan Rachel Wood,Kristen Bell,Sterling K. Brown,Josh Gad"
The Big Short,7.8,"Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt"
Siberia,4.3,"Keanu Reeves,Boris Gulyarin,Ashley St. George,Elliot Lazar"
Moana,7.6,"Auli'i Cravalho,Dwayne Johnson,Rachel House,Temuera Morrison"
Insidious,6.9,"Patrick Wilson,Rose Byrne,Ty Simpkins,Lin Shaye"
The Amazing Spider-Man,7.0,"Andrew Garfield,Emma Stone,Rhys Ifans,Irrfan Khan"
Unicorn Store,5.5,"Brie Larson,Samuel L. Jackson,Joan Cusack,Bradley Whitford"
I'll Take Your Dead,6.0,"Aidan Devine,Ava Preston,Jess Salgueiro,Brandon McKnight"
Terminator Salvation,6.6,"Christian Bale,Sam Worthington,Anton Yelchin,Moon Bloodgood"
2001: A Space Odyssey,8.3,"Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter"
The Lord of the Rings: The Two Towers,8.7,"Elijah Wood,Ian McKellen,Viggo Mortensen,Orlando Bloom"
Star Wars: Episode I - The Phantom Menace,6.5,"Ewan McGregor,Liam Neeson,Natalie Portman,Jake Lloyd"
Superbad,7.6,"Michael Cera,Jonah Hill,Christopher Mintz-Plasse,Bill Hader"
Rampage,6.1,"Dwayne Johnson,Naomie Harris,Malin Akerman,Jeffrey Dean Morgan"
Fifty Shades Freed,4.5,"Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford"
The Da Vinci Code,6.6,"Tom Hanks,Audrey Tautou,Jean Reno,Ian McKellen"
There Will Be Blood,8.2,"Daniel Day-Lewis,Paul Dano,Ciarán Hinds,Martin Stringer"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.9,"Tilda Swinton,Georgie Henley,William Moseley,Skandar Keynes"
Psycho,8.5,"Anthony Perkins,Janet Leigh,Vera Miles,John Gavin"
The Girl in the Spider's Web,6.1,"Claire Foy,Beau Gadsdon,Sverrir Gudnason,LaKeith Stanfield"
Batman,7.6,"Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl"
Black Swan,8.0,"Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder"
The Next Three Days,7.4,"Russell Crowe,Elizabeth Banks,Liam Neeson,Michael Buie"
Caddyshack,7.3,"Chevy Chase,Rodney Dangerfield,Bill Murray,Ted Knight"
Beats,7.7,"Martin Donaghy,Brian Ferguson,Ryan Fletcher,Laura Fraser"
Happy Death Day,6.5,"Jessica Rothe,Israel Broussard,Ruby Modine,Charles Aitken"
I Spit on Your Grave: Deja Vu,2.4,"Camille Keaton,Jamie Bernadette,Maria Olsen,Jim Tavaré"
Coyote Ugly,5.7,"Piper Perabo,Adam Garcia,John Goodman,Maria Bello"
Hook,6.7,"Dustin Hoffman,Robin Williams,Julia Roberts,Bob Hoskins"
Love Actually,7.6,"Hugh Grant,Martine McCutcheon,Liam Neeson,Laura Linney"
Boy Erased,7.0,"Lucas Hedges,Nicole Kidman,Joel Edgerton,Russell Crowe"
Romeo + Juliet,6.8,"Leonardo DiCaprio,Claire Danes,John Leguizamo,Harold Perrineau"
Prometheus,7.0,"Noomi Rapace,Logan Marshall-Green,Michael Fassbender,Charlize Theron"
The Man from U.N.C.L.E.,7.3,"Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki"
Mrs. Doubtfire,7.0,"Robin Williams,Sally Field,Pierce Brosnan,Harvey Fierstein"
Blended,6.5,"Adam Sandler,Drew Barrymore,Wendi McLendon-Covey,Kevin Nealon"
Casino Royale,8.0,"Daniel Craig,Eva Green,Judi Dench,Jeffrey Wright"
Stand by Me,8.1,"Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell"
Peppermint,6.5,"Jennifer Garner,John Gallagher Jr.,John Ortiz,Juan Pablo Raba"
Papillon,7.1,"Charlie Hunnam,Damijan Oklopdzic,Christopher Fairbank,Jason Ryan"
Nocturnal Animals,7.5,"Amy Adams,Jake Gyllenhaal,Michael Shannon,Aaron Taylor-Johnson"
The Usual Suspects,8.6,"Kevin Spacey,Gabriel Byrne,Chazz Palminteri,Stephen Baldwin"
Mandy,6.6,"Nicolas Cage,Andrea Riseborough,Linus Roache,Ned Dennehy"
Spider-Man 3,6.2,"Tobey Maguire,Kirsten Dunst,Topher Grace,Thomas Haden Church"
Kin,5.7,"Myles Truitt,Jack Reynor,Dennis Quaid,Zoë Kravitz"
Moonlight,7.4,"Mahershala Ali,Naomie Harris,Trevante Rhodes,Alex R. Hibbert"
A Fortunate Man,7.3,"Esben Smed,Katrine Greis-Rosenthal,Benjamin Kitter,Julie Christiansen"
The Intouchables,8.5,"François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot"
The Command,6.5,"Matthias Schoenaerts,Léa Seydoux,Peter Simonischek,August Diehl"
Hud,7.9,"Paul Newman,Melvyn Douglas,Patricia Neal,Brandon De Wilde"
Pirates of the Caribbean: The Curse of the Black Pearl,8.0,"Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley"
Arrival,7.9,"Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg"
Zootopia,8.0,"Ginnifer Goodwin,Jason Bateman,Idris Elba,Jenny Slate"
Kill Bill: Vol. 1,8.1,"Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen"
Batman & Robin,3.7,"Arnold Schwarzenegger,George Clooney,Chris O'Donnell,Uma Thurman"
Scream,7.2,"Neve Campbell,Courteney Cox,David Arquette,Skeet Ulrich"
Sorry to Bother You,7.0,"LaKeith Stanfield,Tessa Thompson,Jermaine Fowler,Omari Hardwick"
Hidden Figures,7.8,"Taraji P. Henson,Octavia Spencer,Janelle Monáe,Kevin Costner"
A View to a Kill,6.3,"Roger Moore,Christopher Walken,Tanya Roberts,Grace Jones"
Donnie Darko,8.1,"Jake Gyllenhaal,Jena Malone,Mary McDonnell,Holmes Osborne"
Skyscraper,5.8,"Dwayne Johnson,Neve Campbell,Chin Han,Roland Møller"
Oldboy,5.8,"Josh Brolin,Elizabeth Olsen,Samuel L. Jackson,Sharlto Copley"
Lenny,7.6,"Dustin Hoffman,Valerie Perrine,Jan Miner,Stanley Beck"
Alpha,6.7,"Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Jens Hultén"
Lucy,6.4,"Scarlett Johansson,Morgan Freeman,Min-sik Choi,Amr Waked"
Artemis Fowl,,"Josh Gad,Judi Dench,Nonso Anozie,Miranda Raison"
Spirited Away,8.6,"Daveigh Chase,Suzanne Pleshette,Miyu Irino,Rumi Hiiragi"
The Fast and the Furious,6.8,"Vin Diesel,Paul Walker,Michelle Rodriguez,Jordana Brewster"
Kids,7.0,"Leo Fitzpatrick,Justin Pierce,Chloë Sevigny,Sarah Henderson"
Weird Science,6.6,"Anthony Michael Hall,Ilan Mitchell-Smith,Kelly LeBrock,Bill Paxton"
Escape Plan: The Extractors,,"Sylvester Stallone,Dave Bautista,50 Cent,Jaime King"
Beetlejuice,7.5,"Alec Baldwin,Geena Davis,Michael Keaton,Annie McEnroe"
Murder Mystery,,"Luke Evans,Jennifer Aniston,Adam Sandler,Gemma Arterton"
King Arthur: Legend of the Sword,6.8,"Charlie Hunnam,Astrid Bergès-Frisbey,Jude Law,Djimon Hounsou"
Angels & Demons,6.7,"Tom Hanks,Ewan McGregor,Ayelet Zurer,Stellan Skarsgård"
Pan's Labyrinth,8.2,"Ivana Baquero,Ariadna Gil,Sergi López,Maribel Verdú"
The Ruthless,6.3,"Riccardo Scamarcio,Sara Serraiocco,Alessio Praticò,Alessandro Tedeschi"
Eternal Sunshine of the Spotless Mind,8.3,"Jim Carrey,Kate Winslet,Tom Wilkinson,Gerry Robert Byrne"
Fifty Shades Darker,4.6,"Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford"
Fargo,8.1,"William H. Macy,Frances McDormand,Steve Buscemi,Peter Stormare"
Pompeii,5.5,"Kit Harington,Emily Browning,Kiefer Sutherland,Adewale Akinnuoye-Agbaje"
"The Good, the Bad and the Ugly",8.9,"Clint Eastwood,Eli Wallach,Lee Van Cleef,Aldo Giuffrè"
Cast Away,7.8,"Tom Hanks,Helen Hunt,Paul Sanchez,Lari White"
The 40-Year-Old Virgin,7.1,"Steve Carell,Catherine Keener,Paul Rudd,Romany Malco"
Batman Forever,5.4,"Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman"
Valerian and the City of a Thousand Planets,6.5,"Dane DeHaan,Cara Delevingne,Clive Owen,Rihanna"
Kick-Ass,7.6,"Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown"
Brawl in Cell Block 99,7.1,"Vince Vaughn,Jennifer Carpenter,Don Johnson,Udo Kier"
Toy Story,8.3,"Tom Hanks,Tim Allen,Don Rickles,Jim Varney"
The Social Network,7.7,"Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara"
The World's End,7.0,"Simon Pegg,Nick Frost,Martin Freeman,Rosamund Pike"
A Serbian Film,5.1,"Srdjan 'Zika' Todorovic,Sergej Trifunovic,Jelena Gavrilovic,Slobodan Bestic"
Just Friends,6.2,"Ryan Reynolds,Amy Smart,Anna Faris,Chris Klein"
Nymphomaniac: Vol. I,6.9,"Charlotte Gainsbourg,Stellan Skarsgård,Stacy Martin,Shia LaBeouf"
Ad Astra,,"Brad Pitt,Tommy Lee Jones,Donald Sutherland,Ruth Negga"
Raiders of the Lost Ark,8.5,"Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies"
The Sound of Music,8.0,"Julie Andrews,Christopher Plummer,Eleanor Parker,Richard Haydn"
Hellboy,6.9,"Ron Perlman,Doug Jones,Selma Blair,John Hurt"
Pride & Prejudice,7.8,"Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Donald Sutherland"
Into the Wild,8.1,"Emile Hirsch,Vince Vaughn,Catherine Keener,Marcia Gay Harden"
We're the Millers,7.0,"Jason Sudeikis,Jennifer Aniston,Emma Roberts,Ed Helms"
Never Look Away,7.7,"Tom Schilling,Sebastian Koch,Paula Beer,Saskia Rosendahl"
The Curious Case of Benjamin Button,7.8,"Brad Pitt,Cate Blanchett,Tilda Swinton,Julia Ormond"
Midway,,"Luke Evans,Woody Harrelson,Ed Skrein,Dennis Quaid"
Mile 22,6.1,"Mark Wahlberg,Lauren Cohan,Iko Uwais,John Malkovich"
The Addams Family,,"Charlize Theron,Chloë Grace Moretz,Aimee Garcia,Oscar Isaac"
Aliens,8.4,"Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser"
Free Guy,,"Jodie Comer,Ryan Reynolds,Taika Waititi,Joe Keery"
Birdman or (The Unexpected Virtue of Ignorance),7.7,"Michael Keaton,Zach Galifianakis,Edward Norton,Andrea Riseborough"
Deliverance,7.7,"Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox"
In Family I Trust,6.2,"Clara Lago,Álex García,Alexandra Jiménez,Paula Malia"
Furious 7,7.2,"Vin Diesel,Paul Walker,Dwayne Johnson,Jason Statham"
The Hobbit: An Unexpected Journey,7.9,"Martin Freeman,Ian McKellen,Richard Armitage,Andy Serkis"
Charlie and the Chocolate Factory,6.6,"Johnny Depp,Freddie Highmore,David Kelly,Helena Bonham Carter"
Second Act,5.8,"Jennifer Lopez,Vanessa Hudgens,Leah Remini,Treat Williams"
The 12th Man,7.4,"Thomas Gullestad,Jonathan Rhys Meyers,Marie Blokhus,Mads Sjøgård Pettersen"
Eighth Grade,7.5,"Elsie Fisher,Josh Hamilton,Emily Robinson,Jake Ryan"
Hollywood Canteen,7.3,"Bette Davis,John Garfield,The Andrews Sisters,Jack Benny"
"Love, Simon",7.6,"Nick Robinson,Jennifer Garner,Josh Duhamel,Katherine Langford"
Molly's Game,7.5,"Jessica Chastain,Idris Elba,Kevin Costner,Michael Cera"
Zeroville,,"Joey King,Megan Fox,Seth Rogen,Will Ferrell"
47 Ronin,6.3,"Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,Tadanobu Asano"
"I, Tonya",7.5,"Margot Robbie,Sebastian Stan,Allison Janney,Julianne Nicholson"
Death Wish,6.4,"Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Camila Morrone"
Die Hard,8.2,"Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson"
City of God,8.6,"Alexandre Rodrigues,Leandro Firmino,Matheus Nachtergaele,Phellipe Haagensen"
American History X,8.5,"Edward Norton,Edward Furlong,Beverly D'Angelo,Jennifer Lien"
Isle of Dogs,7.9,"Bryan Cranston,Koyu Rankin,Edward Norton,Bob Balaban"
Chef,7.3,"Jon Favreau,Robert Downey Jr.,Scarlett Johansson,Dustin Hoffman"
Fantastic Four,4.3,"Miles Teller,Kate Mara,Michael B. Jordan,Jamie Bell"
Last Christmas,,"Emilia Clarke,Emma Thompson,Michelle Yeoh,Henry Golding"
War Horse,7.2,"Jeremy Irvine,Emily Watson,David Thewlis,Benedict Cumberbatch"
Under the Skin,6.3,"Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay,Dougie McConnell"
Dark Shadows,6.2,"Johnny Depp,Michelle Pfeiffer,Eva Green,Helena Bonham Carter"
Jay and Silent Bob Reboot,,"Chris Hemsworth,Kevin Smith,Rosario Dawson,Kate Micucci"
Blue Is the Warmest Color,7.8,"Léa Seydoux,Adèle Exarchopoulos,Salim Kechiouche,Aurélien Recoing"
American Exit,5.7,"Dane Cook,Levi Miller,Udo Kier,Claire van der Boom"
Chernobyl Diaries,5.0,"Jesse McCartney,Jonathan Sadowski,Olivia Taylor Dudley,Nathan Phillips"
The Cell,6.3,"Jennifer Lopez,Vince Vaughn,Vincent D'Onofrio,Colton James"
Maze Runner: The Death Cure,6.2,"Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Thomas Brodie-Sangster"
V for Vendetta,8.2,"Hugo Weaving,Natalie Portman,Rupert Graves,Stephen Rea"
Bad Boys for Life,,"Will Smith,Vanessa Hudgens,Charles Melton,Alexander Ludwig"
A Hidden Life,7.9,"August Diehl,Valerie Pachner,Michael Nyqvist,Matthias Schoenaerts"
Chaos Walking,,"Tom Holland,Daisy Ridley,Mads Mikkelsen,Nick Jonas"
Chasing Liberty,6.1,"Mandy Moore,Matthew Goode,Mark Harmon,Stark Sands"
The Killing of a Sacred Deer,7.0,"Barry G. Bernson,Herb Caillouet,Bill Camp,Raffey Cassidy"
Onward,,"Tom Holland,Chris Pratt,Octavia Spencer,Julia Louis-Dreyfus"
The Brothers Grimsby,6.2,"Sacha Baron Cohen,Mark Strong,Rebel Wilson,Freddie Crowder"
Dirty Rotten Scoundrels,7.3,"Steve Martin,Michael Caine,Glenne Headly,Anton Rodgers"
The Impossible,7.6,"Naomi Watts,Ewan McGregor,Tom Holland,Oaklee Pendergast"
Sin City,8.0,"Mickey Rourke,Clive Owen,Bruce Willis,Jessica Alba"
Oldboy,8.4,"Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Dae-han Ji"
The Neon Demon,6.2,"Elle Fanning,Christina Hendricks,Keanu Reeves,Karl Glusman"
Outlaw King,7.0,"Chris Pine,Stephen Dillane,Rebecca Robin,Billy Howle"
Don Jon,6.6,"Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,Tony Danza"
Memento,8.5,"Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior"
I Am Legend,7.2,"Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield"
Braveheart,8.4,"Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen"
Allied,7.1,"Brad Pitt,Marion Cotillard,Jared Harris,Vincent Ebrahim"
A Knight's Tale,6.9,"Heath Ledger,Mark Addy,Rufus Sewell,Shannyn Sossamon"
Gifted,7.6,"Chris Evans,Mckenna Grace,Lindsay Duncan,Octavia Spencer"
The Lobster,7.1,"Colin Farrell,Rachel Weisz,Jessica Barden,Olivia Colman"
The Aftermath,6.3,"Keira Knightley,Ned Wills,Pandora Colin,Jason Clarke"
E.T. the Extra-Terrestrial,7.9,"Henry Thomas,Drew Barrymore,Peter Coyote,Dee Wallace"
American Gangster,7.8,"Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin"
Heat,8.2,"Al Pacino,Robert De Niro,Val Kilmer,Jon Voight"
Frozen,7.5,"Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad"
Divergent,6.7,"Shailene Woodley,Theo James,Kate Winslet,Jai Courtney"
Room for Rent,5.1,"Lin Shaye,Oliver Rayon,Valeska Miller,Ryan Ochoa"
The Dark Tower,5.7,"Idris Elba,Matthew McConaughey,Tom Taylor,Dennis Haysbert"
The Exorcist,8.0,"Ellen Burstyn,Max von Sydow,Linda Blair,Lee J. Cobb"
The Twilight Saga: Breaking Dawn - Part 2,5.5,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli"
All Is True,5.9,"Kenneth Branagh,Lolita Chakrabarti,Jack Colgrave Hirst,Doug Colling"
Bram Stoker's Dracula,7.5,"Gary Oldman,Winona Ryder,Anthony Hopkins,Keanu Reeves"
Mirage,7.5,"Adriana Ugarte,Chino Darín,Javier Gutiérrez,Álvaro Morte"
Fantastic Four,5.7,"Ioan Gruffudd,Michael Chiklis,Chris Evans,Jessica Alba"
Butch Cassidy and the Sundance Kid,8.1,"Paul Newman,Robert Redford,Katharine Ross,Strother Martin"
Catch Me If You Can,8.1,"Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen"
The Blue Lagoon,5.7,"Brooke Shields,Christopher Atkins,Leo McKern,William Daniels"
Home Alone,7.5,"Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard"
Fear and Loathing in Las Vegas,7.7,"Johnny Depp,Benicio Del Toro,Tobey Maguire,Michael Lee Gogin"
The Last Witch Hunter,6.0,"Vin Diesel,Rose Leslie,Elijah Wood,Ólafur Darri Ólafsson"
Velvet Buzzsaw,5.7,"Jake Gyllenhaal,Rene Russo,Zawe Ashton,Tom Sturridge"
Spring Breakers,5.3,"Vanessa Hudgens,Selena Gomez,Ashley Benson,Rachel Korine"
Cloud Atlas,7.4,"Tom Hanks,Halle Berry,Hugh Grant,Hugo Weaving"
Gerald's Game,6.6,"Carla Gugino,Bruce Greenwood,Chiara Aurelia,Carel Struycken"
Clueless,6.8,"Alicia Silverstone,Stacey Dash,Brittany Murphy,Paul Rudd"
The Angry Birds Movie 2,,"Peter Dinklage,Bill Hader,Awkwafina,Dove Cameron"
Bill & Ted's Excellent Adventure,6.9,"Keanu Reeves,Alex Winter,George Carlin,Terry Camilleri"
Independence Day: Resurgence,5.2,"Liam Hemsworth,Jeff Goldblum,Bill Pullman,Maika Monroe"
Constantine,7.0,"Keanu Reeves,Rachel Weisz,Djimon Hounsou,Shia LaBeouf"
Dry Martina,6.1,"Antonella Costa,Patricio Contreras,Dindi Jane,Pedro Campos"
Star Trek Beyond,7.1,"Chris Pine,Zachary Quinto,Karl Urban,Zoe Saldana"
Dirty Dancing,6.9,"Patrick Swayze,Jennifer Grey,Jerry Orbach,Cynthia Rhodes"
Harry Potter and the Prisoner of Azkaban,7.9,"Daniel Radcliffe,Emma Watson,Rupert Grint,Richard Griffiths"
The Lost Boys,7.3,"Jason Patric,Corey Haim,Dianne Wiest,Barnard Hughes"
Revenge,6.3,"Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Guillaume Bouchède"
Bright,6.4,"Will Smith,Joel Edgerton,Noomi Rapace,Edgar Ramírez"
The Mummy Returns,6.4,"Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo"
Monster,7.3,"Charlize Theron,Christina Ricci,Bruce Dern,Lee Tergesen"
The Informer,,"Ana de Armas,Joel Kinnaman,Rosamund Pike,Common"
13 Going on 30,6.2,"Jennifer Garner,Mark Ruffalo,Judy Greer,Andy Serkis"
Captive State,7.0,"John Goodman,Ashton Sanders,Jonathan Majors,Vera Farmiga"
Fantastic Beasts and Where to Find Them,7.3,"Eddie Redmayne,Katherine Waterston,Alison Sudol,Dan Fogler"
X-Men: The Last Stand,6.7,"Patrick Stewart,Hugh Jackman,Halle Berry,Famke Janssen"
Willy Wonka & the Chocolate Factory,7.8,"Gene Wilder,Jack Albertson,Peter Ostrum,Roy Kinnear"
This Means War,6.3,"Reese Witherspoon,Chris Pine,Tom Hardy,Til Schweiger"
The Bad Batch,5.3,"Suki Waterhouse,Jason Momoa,Jayda Fink,Keanu Reeves"
Slender Man,3.2,"Joey King,Julia Goldani Telles,Jaz Sinclair,Annalise Basso"
The Many Saints of Newark,,"Billy Magnussen,Vera Farmiga,Jon Bernthal,Ray Liotta"
Toy Story 3,8.3,"Tom Hanks,Tim Allen,Joan Cusack,Ned Beatty"
Hot Fuzz,7.9,"Simon Pegg,Nick Frost,Martin Freeman,Bill Nighy"
The Amazing Spider-Man 2,6.6,"Andrew Garfield,Emma Stone,Jamie Foxx,Paul Giamatti"
Hairspray,6.7,"John Travolta,Queen Latifah,Nikki Blonsky,Michelle Pfeiffer"
Idiocracy,6.6,"Luke Wilson,Maya Rudolph,Dax Shepard,Terry Crews"
Bundy and the Green River Killer,4.2,"Lara Goodison,Richard Mark,Mark Homer,Rahel Kapsaski"
Point Break,5.3,"Edgar Ramírez,Luke Bracey,Ray Winstone,Teresa Palmer"
Suspiria,7.5,"Jessica Harper,Stefania Casini,Flavio Bucci,Miguel Bosé"
Knocked Up,7.0,"Seth Rogen,Katherine Heigl,Paul Rudd,Leslie Mann"
Once Upon a Time in America,8.4,"Robert De Niro,James Woods,Elizabeth McGovern,Treat Williams"
True Lies,7.2,"Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton"
Toy Story 2,7.9,"Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer"
Octopussy,6.6,"Roger Moore,Maud Adams,Louis Jourdan,Kristina Wayborn"
Bone Tomahawk,7.1,"Kurt Russell,Patrick Wilson,Matthew Fox,Richard Jenkins"
Thirteen,6.8,"Evan Rachel Wood,Holly Hunter,Nikki Reed,Vanessa Hudgens"
Wanted,6.7,"Angelina Jolie,James McAvoy,Morgan Freeman,Terence Stamp"
Beautiful Boy,7.3,"Steve Carell,Maura Tierney,Jack Dylan Grazer,Oakley Bull"
